assay_description,document_journal,document_year,target_chembl_id,target_pref_name,molecule_chembl_id,standard_type,standard_units,canonical_smiles,nIC50,pIC50,MW,LogP,NumHDonors,NumHAcceptors
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649834,IC50,nM,CC1CN(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)C(c2ccccc2)CO1,16.0,7.795880017344075,600.1230000000003,6.282700000000006,1.0,9.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649837,IC50,nM,CN(C)C(=O)[C@H]1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,54.0,7.267606240177032,565.0780000000001,4.373300000000003,1.0,9.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649838,IC50,nM,CCN(C)C(=O)[C@H]1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,35.0,7.455931955649724,579.105,4.763400000000004,1.0,9.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649839,IC50,nM,CCc1noc(C)c1C1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,17.0,7.769551078621726,603.1269999999998,6.516620000000006,1.0,10.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649841,IC50,nM,C[C@H]1CC[C@H](Cn2c(N3CCCC3COC(F)(F)F)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,7.0,8.154901959985743,592.022,5.821500000000005,1.0,9.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649842,IC50,nM,C[C@@H]1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,4.0,8.397940008672037,508.0260000000004,5.305000000000005,1.0,8.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649843,IC50,nM,COC[C@@H]1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,3.0,8.522878745280337,538.0520000000001,4.931500000000004,1.0,9.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649840,IC50,nM,CC(C)OCC1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,47.0,7.327902142064283,566.1060000000001,5.710100000000006,1.0,9.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649844,IC50,nM,C[C@H]1CC[C@H](Cn2c(N3CCC[C@H]3C(F)F)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,1.0,9.0,544.006,5.550200000000005,1.0,8.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649846,IC50,nM,C[C@H]1CC[C@H](Cn2c(N3CCCC34CCOC4)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,6.0,8.221848749616356,550.063,5.075600000000005,1.0,9.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649847,IC50,nM,C[C@H]1CC[C@H](Cn2c(N3CCCC34CCOCC4)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,3.0,8.522878745280337,564.0899999999999,5.465700000000005,1.0,9.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649845,IC50,nM,CC1OCCN(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)C1C,25.0,7.602059991327962,538.0520000000004,4.929900000000004,1.0,9.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649849,IC50,nM,C[C@H]1CC[C@H](Cn2c(N3CCCC3c3cnn[nH]3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,1.0,9.0,561.0500000000001,4.775900000000004,2.0,10.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649850,IC50,nM,Cn1cnc(C2CCCN2c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)n1,12.0,7.920818753952375,575.077,4.786300000000003,1.0,11.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3649851,IC50,nM,Cn1ncnc1C1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,21.0,7.67778070526608,575.077,4.786300000000004,1.0,11.0
"FRET Assay: Methods: An HDM2 FRET assay was developed to assess the compounds' inhibitory activity towards binding of p53 protein. A truncated version of HDM2 with residues 17 to 125 (containing p53 binding surface, Science (1994) 265, 346-355), with N-terminal His and Thioredoxin tag was generated in pET32a expression vector and expressed in E. coli strain BL21(DE3)Rosetta. Protein was purified using Ni-affinity chromatography, followed by size exclusion chromatography using Superdex 75 26/60 column. To assess inhibition of p53 binding to HDM2, a FITC labeled 8-mer peptide (SEQ ID NO:1: Ac-Phe-Arg-Dpr-Ac6c-(6-Br)Trp-Glu-Glu-Leu-NH2; Anal Biochem. 2004 Aug. 1; 331(1):138-46) with strong affinity towards the p53 binding pocket of HDM2 was used. The HDM2 assay buffer contained 1x Phosphate Buffered Saline (Invitrogen, Cat#14190), 0.01% BSA (Jackson ImmunoResearch, Cat#001-000-162), 0.01% Tween-20. In the 1x assay buffer recombinant HDM2 protein, peptide and Lumi-4-Tb Cryptate-conjugate mouse.",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3654184,IC50,nM,C[C@H]1CC[C@H](Cn2c(N3CCC[C@H]3c3nccs3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,1.0,9.0,577.114,6.114300000000005,1.0,10.0
